Dates,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrate Nitrogen (mg/L),Nitrite Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),pH,Phaeo-pigments (μg/L),Salinity (psu),Secchi Disc Depth (M),Silica (mg/L),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L)
2020/1/6,0.5,0.25,0.7,78,5.8,860,1200,0.18,0.02,0.036,8,1,32.1,2.5,1.3,4,20.3,0.45,2.1,0.009,0.9
2020/1/6,0.5,0.21,0.6,84,6.3,1800,4000,0.17,0.019,0.033,8.1,0.9,32.2,2.5,1.3,4,20.1,0.4,1.8,0.008,0.9
2020/1/6,0.4,0.2,0.6,86,6.5,2100,3600,0.17,0.019,0.031,8.1,0.3,32.2,2.5,1.4,3.4,20,0.39,2.4,0.007,0.8
2020/2/27,0.5,0.1,1.3,98,7.5,120,160,0.081,0.012,0.015,8.3,0.7,32.5,2.7,0.9,15,19.1,0.19,3.9,0.005,2.6
2020/2/27,0.4,0.094,1,92,7,270,370,0.074,0.01,0.005,8.2,1.4,32.6,2.7,0.88,20,19,0.18,7.2,0.005,4
2020/3/25,0.9,0.15,0.3,87,6.4,59,97,0.11,0.01,0.009,8.2,0.2,32.1,2.8,1,2.6,20.9,0.27,1.8,0.007,0.9
2020/4/15,0.2,0.12,0.7,92,6.8,1,2,0.2,0.013,0.018,7.6,1.4,30.9,3,1.3,2.4,21.4,0.33,3.2,0.002,0.8
2020/4/15,0.3,0.12,1.3,83,6.1,9,17,0.1,0.008,0.013,7.6,0.8,32.1,3,0.91,3,21.3,0.23,2.3,0.002,0.8
2020/4/15,0.4,0.13,0.3,90,6.6,9,12,0.11,0.008,0.011,7.7,2.4,33.4,3,0.9,3.2,21.1,0.25,3.5,0.002,0.8
2020/5/15,0.5,0.1,4.3,94,6.4,2,12,0.22,0.014,0.006,7.8,1.7,30,2.3,0.96,6.9,26.2,0.33,3.2,0.003,1.5
2020/6/3,1,0.079,5.7,90,6.1,20,59,0.38,0.098,0.008,7.9,2.7,26.1,3,1.9,9.9,27.5,0.56,2.5,0.003,1.8
2020/6/3,0.7,0.12,2.2,69,4.7,70,190,0.33,0.092,0.004,7.8,1.1,27.9,3,2,8,26.7,0.54,3,0.004,1.5
2020/6/3,0.6,0.089,3,65,4.4,110,230,0.32,0.097,0.005,7.8,1.8,30.9,3,1.9,7.3,25.9,0.51,3.7,0.003,1.3
2020/7/10,2.2,0.082,16,98,6.7,69,160,0.38,0.051,0.012,8.1,2.9,24.8,2.7,2.1,16,27.6,0.51,8.2,0.005,3.7
2020/7/10,1.8,0.086,13,92,6.3,1000,1900,0.37,0.052,0.006,8,3.5,25.5,2.7,2.1,11,27.1,0.51,2.2,0.005,2.3
2020/7/10,1.9,0.075,13,59,4.2,59,280,0.36,0.05,0.009,8,1.9,33.8,2.7,2.1,15,23.5,0.49,3.8,0.003,3.1
2020/8/13,1,0.075,5.6,84,5.7,470,860,0.31,0.06,0.009,7.7,0.7,25.5,3.5,0.51,7.5,28.1,0.45,2.1,0.002,1.3
2020/8/13,0.8,0.12,2.5,58,3.9,2600,4500,0.23,0.057,0.009,7.8,1.8,29.8,3.5,0.84,4.4,27.3,0.41,3,0.004,2.1
2020/9/7,0.7,0.078,4.1,73,4.9,560,1900,0.2,0.061,0.017,7.8,0.8,30.2,3,2.1,8.3,27.1,0.34,1.2,0.003,1.9
2020/9/7,0.8,0.12,3.9,69,4.6,5600,16000,0.17,0.055,0.016,7.8,0.4,31.1,3,2,8.1,26.9,0.35,1.5,0.004,1.6
2020/9/7,0.7,0.096,3.6,72,4.9,4700,14000,0.14,0.05,0.018,7.9,1.1,32.5,3,1.7,8.5,26.1,0.29,2.7,0.004,1.6
2020/10/9,0.3,0.089,1.2,89,5.8,3100,10000,0.028,0.01,0.011,8.1,0.7,32.9,2.2,0.75,10,28.3,0.13,9,0.005,2
2020/11/5,0.5,0.11,2.5,78,5.4,320,590,0.1,0.049,0.023,7.8,0.8,32.8,2.5,1.1,2.1,24.6,0.26,3.4,0.003,0.8
2020/11/5,0.6,0.12,2.5,83,5.7,570,1000,0.1,0.048,0.022,7.8,0.6,33,2.5,1.1,2.4,24.7,0.27,4,0.003,1
2020/12/17,0.5,0.12,0.7,79,5.9,4500,6000,0.14,0.019,0.019,7.7,0.7,31.8,2.3,0.84,18,20.1,0.28,11,0.002,1.9
2020/12/17,0.4,0.11,0.7,77,5.8,3900,4900,0.14,0.019,0.018,7.7,0.4,31.8,2.3,0.84,17,20.3,0.27,6.6,0.002,2
2020/12/17,1.2,0.11,0.7,78,5.8,7100,8700,0.14,0.019,0.02,7.7,0.7,31.8,2.3,0.84,17,20.3,0.27,6.8,0.002,1.4
2020/1/6,0.6,0.25,1.2,78,5.8,260,360,0.2,0.024,0.035,8.1,0.4,31.9,2.5,1.4,2.4,20.4,0.47,1.1,0.01,0.8
2020/1/6,0.4,0.25,0.2,82,6.1,950,900,0.19,0.023,0.034,8.1,0.7,31.9,2.5,1.4,2,20.2,0.46,1,0.009,0.6
2020/4/15,0.3,0.14,0.6,99,7.3,3,6,0.15,0.01,0.018,7.5,1.2,31.7,2.7,1.1,3.3,21.5,0.3,2.6,0.002,0.9
2020/4/15,0.6,0.16,1,85,6.2,40,67,0.14,0.011,0.017,7.6,1.2,32.7,2.7,1.1,4,21.2,0.31,3.9,0.002,0.8
2020/5/15,0.7,0.13,3.3,80,5.5,3700,8600,0.18,0.014,0.019,7.8,2,30.8,3,0.94,12,25.1,0.32,3.1,0.003,2.3
2020/6/3,0.7,0.18,2.7,67,4.6,36,120,0.35,0.096,0.011,7.8,1.2,27.2,2.8,2,6.4,27.4,0.63,2.3,0.006,1.3
2020/6/3,0.7,0.15,1.5,59,4,170,280,0.29,0.092,0.008,7.8,1.1,29.5,2.8,1.8,7.3,26.4,0.53,3.2,0.004,1.4
2020/6/3,0.7,0.15,2,55,3.8,76,130,0.33,0.095,0.014,7.8,1.3,32.7,2.8,2,7.2,25.2,0.58,5.3,0.004,1.3
2020/7/10,1.9,0.087,15,91,6.3,130,550,0.36,0.051,0.006,8,2.2,26.2,3.1,2.1,13,26.8,0.5,1.7,0.005,3.4
2020/7/10,1.6,0.13,11,56,3.9,8700,25000,0.32,0.049,0.017,7.9,2.4,29.4,3.1,1.9,14,25.3,0.5,5.3,0.005,2.6
2020/7/10,1.5,0.17,7.4,55,3.9,18000,40000,0.27,0.048,0.023,7.9,2.6,33.4,3.1,2.1,12,23.6,0.49,5.8,0.006,2.9
2020/9/7,1.1,0.15,4.1,71,4.7,2800,11000,0.14,0.048,0.017,7.8,0.8,31.1,2.7,1.7,9.7,27.1,0.34,3,0.005,1.8
2020/9/7,0.7,0.16,2.1,57,3.8,4900,13000,0.14,0.05,0.022,7.9,0.8,31.3,2.7,1.9,13,26.7,0.35,3.7,0.006,2.3
2020/9/7,0.8,0.16,2.2,63,4.2,4600,9500,0.13,0.049,0.025,7.8,0.7,32.1,2.7,1.8,16,26.2,0.34,4.8,0.005,2.5
2020/10/9,0.5,0.14,1.1,87,5.7,2500,9200,0.029,0.011,0.015,8,1,32.6,2,0.8,12,28.3,0.18,4.8,0.008,2.4
2020/11/5,0.4,0.11,2,76,5.2,580,950,0.11,0.05,0.022,7.8,0.8,32.8,2.9,1.2,3.3,24.6,0.27,4.2,0.003,0.8
2020/11/5,0.5,0.11,2,83,5.7,1000,2400,0.11,0.05,0.023,7.8,0.7,32.9,2.9,1.2,4,24.7,0.27,4.7,0.003,1
2020/11/5,0.6,0.11,2.1,81,5.6,850,1400,0.12,0.055,0.021,7.8,1.1,33,2.9,1.2,2.9,24.5,0.29,5.2,0.003,0.8
2020/1/6,0.2,0.17,0.9,81,6.1,9,13,0.23,0.026,0.03,8.1,0.7,31.8,3,1.5,2.5,20.4,0.43,1.4,0.007,0.7
2020/4/15,0.3,0.12,0.3,86,6.3,1,3,0.17,0.011,0.019,7.4,1.6,30.8,3.6,1.2,2.7,21.7,0.3,2.2,0.001,0.8
2020/4/15,0.2,0.12,0.7,84,6.1,100,130,0.13,0.009,0.018,7.6,1.1,32.3,3.6,1,3.3,21.2,0.26,2.3,0.001,0.8
2020/4/15,0.1,0.12,0.2,91,6.7,40,120,0.11,0.01,0.022,7.6,2.5,33.2,3.6,0.94,3.9,21.1,0.24,3.3,0.002,1
2020/5/15,0.9,0.14,3.3,92,6.3,80,590,0.2,0.014,0.007,7.8,1.6,30.4,2.8,1,7.2,25.9,0.35,3.2,0.005,1.7
2020/5/15,0.8,0.14,2.3,66,4.6,3100,7200,0.17,0.014,0.01,7.8,1.4,31.9,2.8,1,9.4,24.4,0.32,3.7,0.004,1.8
2020/5/15,1.4,0.14,3,65,4.5,3500,8700,0.19,0.014,0.01,7.8,2,32.6,2.8,1,8.1,24,0.34,5.8,0.004,1.7
2020/6/3,0.5,0.07,1.1,71,4.9,26,78,0.45,0.052,0.006,7.8,1.8,25.8,2.4,2.6,5.6,27.3,0.57,9.6,0.003,1.2
2020/6/3,0.5,0.069,1.7,61,4.2,63,120,0.36,0.1,0.008,7.8,0.8,29.2,2.4,2.1,6.2,26.3,0.53,5.4,0.002,1.6
2020/6/3,0.4,0.065,1.5,60,4.1,110,220,0.33,0.098,0.01,7.9,0.4,30.3,2.4,2,11,26,0.49,6.8,0.002,1.7
2020/7/10,2.1,0.11,14,85,5.9,3900,8600,0.39,0.052,0.011,8,2.7,25.9,2.5,2.1,13,27,0.55,1.8,0.006,3.6
2020/7/10,1.5,0.12,13,63,4.4,3800,8700,0.38,0.052,0.015,7.9,2.4,30.3,2.5,2.1,13,25,0.55,3,0.005,2.4
2020/7/10,1.4,0.091,7.4,58,4.1,2800,6200,0.28,0.048,0.014,8,2.4,33.6,2.5,2,13,23.4,0.42,6.9,0.003,3.3
2020/9/7,0.9,0.12,2.9,69,4.6,3400,12000,0.17,0.057,0.018,7.8,0.7,30.7,3,2,8.2,27,0.35,1.3,0.004,1.8
2020/9/7,1,0.12,2.7,61,4.1,3000,12000,0.17,0.057,0.026,7.9,1.3,31.5,3,2,9.5,26.5,0.35,3.4,0.004,2
2020/9/7,0.6,0.076,1.5,63,4.2,800,2400,0.1,0.052,0.015,7.8,1.7,32.5,3,1.7,14,25.8,0.23,9.6,0.002,2.3
2020/10/9,0.3,0.077,0.6,85,5.5,59,110,0.056,0.017,0.014,8,0.7,32.1,2.2,0.95,8.7,28.4,0.15,4.1,0.004,2
2020/10/9,0.2,0.077,1,84,5.4,86,140,0.055,0.016,0.014,8,0.7,32.3,2.2,0.97,15,28.4,0.15,8.7,0.004,2.6
2020/11/5,0.6,0.087,2.4,82,5.6,110,210,0.12,0.052,0.021,7.8,0.4,32.7,2.6,1.2,2.1,24.9,0.26,3.1,0.003,1.1
2020/11/5,0.5,0.11,2.5,84,5.8,780,1900,0.12,0.05,0.022,7.8,0.6,32.9,2.6,1.2,3.7,24.7,0.28,4.9,0.003,1.1
2020/11/5,0.5,0.095,2.2,84,5.8,260,490,0.12,0.051,0.021,7.8,1.1,32.9,2.6,1.1,2.4,24.7,0.27,6.9,0.003,1
2020/1/15,0.5,0.12,1.1,85,6.4,40,170,0.035,0.006,0.004,8.3,1.7,32.4,3,0.34,3.1,19.7,0.16,2.6,0.006,0.8
2020/1/15,0.4,0.11,1.3,91,6.9,98,150,0.034,0.005,0.006,8.3,1.8,32.4,3,0.31,3.3,19.7,0.15,1.3,0.006,0.8
2020/1/15,0.4,0.11,1,90,6.8,96,230,0.025,0.006,0.003,8.3,1.9,32.5,3,0.33,3.7,19.6,0.14,1.2,0.006,1
2020/7/3,2,0.062,13,95,6.5,1800,3900,0.21,0.02,0.009,8.3,3.5,24.5,2.3,0.3,3.5,28.5,0.29,4.7,0.006,1.8
2020/7/3,2.4,0.068,14,89,6,2300,2800,0.21,0.02,0.009,8.2,2.8,25,2.3,0.3,3.9,28.1,0.3,1.7,0.006,2.1
2020/7/3,1.9,0.07,13,90,6.2,1600,4200,0.2,0.022,0.008,8.1,2.9,26.1,2.3,0.42,4.1,27.4,0.29,1.9,0.005,1.9
2020/10/8,0.2,0.032,0.7,105,6.8,210,2100,0.024,0.006,0.006,8,0.4,32.6,2.6,0.65,10,28.3,0.06,6.9,0.002,2.4
2020/10/8,0.3,0.043,0.5,76,5,280,2600,0.024,0.006,0.006,8,1.4,32.6,2.6,0.67,10,28.3,0.07,3.9,0.002,2.2
2020/10/8,0.3,0.033,0.7,81,5.2,320,2100,0.024,0.006,0.006,8,1.3,32.7,2.6,0.68,11,28.3,0.06,3.9,0.002,2.2
2020/1/15,0.6,0.062,1,87,6.6,970,2300,0.082,0.007,0.006,8.2,2,32.4,2.2,0.47,4,19.8,0.15,1,0.003,0.8
2020/1/15,0.5,0.066,1.7,80,6,800,2600,0.074,0.007,0.003,8.3,0.9,32.4,2.2,0.46,4.1,19.8,0.15,1.6,0.004,1
2020/1/15,0.4,0.091,0.7,88,6.7,1100,2400,0.073,0.007,0.007,8.3,1.5,32.3,2.2,0.44,4.8,19.7,0.17,1.7,0.005,1.2
2020/5/15,1.8,0.043,13,99,6.7,100,410,0.071,0.007,0.008,8.1,3,31.5,2.2,0.05,12,25.6,0.12,5,0.002,2.2
2020/7/3,2.2,0.058,16,96,6.6,170,310,0.25,0.021,0.01,8.3,3.6,23.6,2.4,0.43,3.6,28.2,0.33,4.2,0.007,1.9
2020/7/3,2,0.08,11,94,6.4,290,550,0.21,0.024,0.006,8.3,3,24.9,2.4,0.69,4.1,28,0.31,2.6,0.008,1.9
2020/7/3,1.7,0.059,11,52,3.6,210,690,0.19,0.026,0.005,8.1,1.8,31.8,2.4,0.81,4.2,24.7,0.28,3.2,0.003,1.6
2020/10/8,0.4,0.032,0.6,100,6.5,370,3400,0.031,0.007,0.006,7.9,1.4,32.4,2.1,0.81,12,28.3,0.07,5.5,0.001,2.5
2020/10/8,0.3,0.051,0.3,70,4.6,490,3100,0.026,0.006,0.008,7.9,1.7,32.5,2.1,0.77,15,28.4,0.08,5.9,0.002,3.6
2020/10/8,0.3,0.054,0.5,79,5.1,530,2300,0.033,0.007,0.009,7.9,0.7,32.6,2.1,0.76,23,28.4,0.09,5.7,0.003,4.4
2021/2/27,1.4,0.46,4.1,72,5.7,800,1900,1.3,0.15,0.13,7.1,5.7,17.6,1.1,4.4,25,21.5,1.91,36.1,0.003,2.7
2021/3/24,12,0.27,14,70,5.5,270,530,1.1,0.063,0.11,7.5,0.9,22.1,1.3,6.1,20,21,1.43,9.8,0.003,3.8
2021/4/16,2,0.26,15,65,4.8,66,140,0.67,0.06,0.15,7.8,3.5,21.4,1.1,5.7,19,24.6,0.99,11.6,0.008,4
2021/11/5,1.1,0.43,5.4,89,6.3,90,260,1.2,0.17,0.15,7,1.5,20,1.1,6.6,19,27.4,1.8,20.6,0.003,7.1
2021/12/4,1.3,0.21,13,92,7.7,190,460,1.2,0.084,0.11,7.5,3.5,22.2,1.3,2.3,20,17.6,1.49,16.4,0.002,2.8
2021/4/16,5.3,0.17,43,71,5.1,9,11,0.35,0.026,0.082,7.9,8.9,23.3,1.3,4.4,21,24.9,0.55,10.7,0.006,4.9
2021/11/5,1,0.29,6.2,95,6.6,20,61,1.3,0.15,0.11,7.2,1.3,24.8,1.4,6.3,6.4,26.9,1.74,14.7,0.003,1.3
2021/12/4,2.1,0.062,19,125,10.1,31,65,0.74,0.048,0.056,7.8,3.2,26.5,1.5,1.2,13,18.2,0.85,14.4,0.001,2.6
2021/1/28,2.1,0.1,15,71,5.6,4,5,0.31,0.077,0.024,8,2.5,26.6,1.6,0.75,5.7,19.6,0.49,6.8,0.003,1.8
2021/2/27,1.5,0.12,5.5,71,5.5,6,20,0.37,0.034,0.026,7.7,2.7,24.2,1.2,1.2,6.3,21.6,0.52,11.2,0.002,1.4
2021/3/24,6.5,0.14,57,71,5.3,2,6,0.39,0.023,0.042,7.8,5.9,26.1,1.8,3.2,20,22,0.55,6,0.003,6
2021/4/16,9.2,0.23,76,75,5.3,1,2,0.15,0.013,0.042,7.8,19,26.4,1.4,2.9,15,25.4,0.39,5.9,0.007,4.8
2021/11/5,0.7,0.1,4.1,85,5.8,1,4,0.54,0.074,0.082,7.4,0.6,28.8,1.4,2.7,2.8,26.5,0.71,116.1,0.001,0.6
2021/12/4,2.8,0.061,20,127,9.8,11,12,0.069,0.015,0.006,8,6.2,30.2,2.1,0.09,8.2,19.1,0.15,8.7,0.002,2.4
2021/2/27,1,0.16,2.8,68,5.2,370,510,0.34,0.03,0.011,7.7,1.1,26.4,1.4,0.96,9.6,20.8,0.53,9.9,0.003,1.4
2021/3/24,0.7,0.14,6.4,69,5.1,9,11,0.42,0.027,0.039,7.7,0.5,29.9,2.2,3.2,15,22.1,0.59,5.7,0.003,2.7
2021/4/16,1.6,0.078,9.1,67,4.8,2,4,0.49,0.034,0.014,7.6,0.3,26.6,2.4,2,7.6,25.4,0.6,4,0.002,1.5
2021/11/5,0.7,0.071,2.3,71,4.8,4,15,0.38,0.085,0.047,7.5,0.2,29.9,1.6,2,4,26.5,0.54,11.2,0.001,1.1
2021/2/27,1.4,0.14,4.2,70,5.3,150,260,0.26,0.023,0.008,7.8,0.9,27.5,1.8,0.76,5.5,20.7,0.42,5.6,0.003,1.4
2021/2/27,1.2,0.14,2.9,69,5.2,220,310,0.24,0.02,0.006,7.8,0.4,28.3,1.8,0.73,5.1,20.7,0.4,6.1,0.003,1.4
2021/2/27,1.1,0.13,2.9,69,5.2,90,160,0.24,0.019,0.007,7.8,0.5,28.5,1.8,0.72,4.2,20.7,0.39,6.2,0.003,1
2021/4/16,4.1,0.092,46,76,5.4,4,4,0.36,0.022,0.021,7.6,2.8,29.3,2.3,1.6,12,24.9,0.47,3.4,0.002,2.7
2021/4/16,2.3,0.096,25,72,5,6,13,0.32,0.019,0.014,7.6,0.8,29.4,2.3,1.5,8.5,24.9,0.44,4,0.002,1.6
2021/12/4,2.3,0.086,5.8,85,6.2,1,5,0.079,0.04,0.014,7.7,0.6,33.2,2.1,0.32,6.2,21.3,0.21,8.5,0.001,0.9
2021/2/20,0.8,0.078,3.6,70,5.3,16,17,0.06,0.004,0.011,7.8,0.6,32.5,4,0.5,8.9,19.4,0.14,5.4,0.002,1.6
2021/2/20,0.9,0.077,3.3,71,5.4,17,23,0.054,0.004,0.008,7.8,0.8,32.5,4,0.46,7.8,19.3,0.14,2.6,0.002,1.9
2021/2/20,0.8,0.058,2.4,73,5.5,33,39,0.037,0.003,0.006,7.8,0.3,32.6,4,0.48,13,19.2,0.1,2.6,0.001,2.2
2021/3/10,0.2,0.058,0.9,66,5,67,100,0.02,0.003,0.009,7.8,0.2,32.9,2.8,0.58,6.3,19.8,0.08,3.8,0.001,1.3
2021/11/12,0.9,0.067,4.6,85,5.9,48,170,0.15,0.04,0.007,7.6,0.3,32.8,2.5,0.53,3.3,25,0.26,7.8,0.001,0.9
2021/11/12,0.8,0.074,3.7,88,6,220,620,0.12,0.038,0.019,7.6,0.3,33,2.5,0.56,3.6,24.8,0.23,5.9,0.001,1
2021/2/20,0.9,0.065,1.9,69,5.3,5,6,0.048,0.004,0.009,7.8,0.9,32.5,4.4,0.47,9.8,19.3,0.12,5.6,0.001,2.3
2021/2/20,0.9,0.066,2.3,73,5.5,7,10,0.04,0.003,0.01,7.8,0.5,32.6,4.4,0.48,9.8,19.2,0.11,2.5,0.001,2.3
2021/3/10,0.2,0.056,1,71,5.3,100,160,0.018,0.003,0.009,7.8,0.2,33,2.7,0.55,6.4,19.9,0.08,2.7,0.001,1.4
2021/11/12,0.8,0.07,4.6,83,5.7,77,250,0.12,0.036,0.016,7.6,1.1,32.9,2.8,0.53,3.9,24.8,0.23,9.1,0.001,1.1
2021/3/10,0.2,0.09,0.6,67,5.1,100,380,0.041,0.004,0.012,7.7,0.5,32.5,2.8,0.8,8.8,19.8,0.14,3.2,0.002,1.6
2021/11/12,1.2,0.081,7.8,82,5.6,74,310,0.075,0.029,0.005,7.6,1.8,32.6,2.2,0.39,4.7,25,0.19,15.5,0.002,1.8
2021/11/12,1.2,0.054,8.7,94,6.4,83,250,0.046,0.026,0.004,7.6,3,32.8,2.2,0.32,4.5,24.9,0.13,6.4,0.001,1.6
2021/11/12,0.9,0.055,6.6,89,6.1,110,210,0.048,0.027,0.006,7.6,1.8,32.8,2.2,0.4,5.7,24.8,0.13,6.8,0.001,1.4
2021/3/10,0.1,0.11,0.5,69,5.2,800,1900,0.04,0.004,0.017,7.7,0.3,32.8,3.9,0.63,7.2,19.8,0.15,2.9,0.002,1.8
2021/11/12,0.5,0.1,3.1,82,5.6,1700,3700,0.1,0.036,0.007,7.4,0.3,33.1,3.9,0.68,3.3,24.9,0.24,6.1,0.001,1
2021/3/10,0.2,0.08,0.9,68,5.1,64,99,0.033,0.004,0.013,7.7,0.3,32.8,3,0.61,9,19.8,0.12,3.4,0.001,1.4
2021/11/12,0.8,0.08,5,80,5.5,4,34,0.094,0.032,0.008,7.5,0.8,33,2,0.54,3.8,24.6,0.21,30,0.001,1.6
2021/11/12,0.8,0.066,5.2,80,5.5,3,35,0.084,0.03,0.008,7.6,1.1,33.1,2,0.53,5.3,24.5,0.18,6.5,0.001,1.4
2021/1/6,0.8,0.067,3.7,73,5.8,44,68,0.23,0.007,0.021,7.8,0.5,31.3,2.3,0.88,1.9,18.1,0.3,2.8,0.001,0.6
2021/2/20,0.9,0.062,2.5,72,5.5,22,34,0.044,0.002,0.006,7.8,0.5,32.6,4.8,0.46,8.7,19.2,0.11,2.6,0.001,1.3
2021/3/10,0.3,0.065,0.9,68,5.1,76,120,0.023,0.004,0.01,7.7,0.3,32.9,2.7,0.58,8.2,19.8,0.09,6.5,0.001,1.2
2021/11/12,0.7,0.07,3.2,89,6.1,68,270,0.12,0.037,0.013,7.6,0.7,32.9,2.4,0.55,2.6,24.8,0.23,11,0.001,0.9
2021/11/12,0.6,0.067,3.9,89,6.1,160,340,0.13,0.036,0.013,7.6,1.2,33.2,2.4,0.56,3.2,24.8,0.23,6.2,0.001,1.2
2021/2/17,1.9,0.15,4.3,72,5.6,530,620,0.12,0.002,0.011,7.8,1.5,30.4,2.9,0.33,11,19.4,0.27,4.6,0.003,2.2
2021/2/17,2.1,0.14,4,90,6.9,690,860,0.12,0.003,0.004,7.8,1,30.6,2.9,0.35,9.3,19.3,0.26,4.7,0.003,1.4
2021/2/17,2,0.15,4.1,81,6.3,550,710,0.13,0.003,0.006,7.8,2.1,30.7,2.9,0.34,18,19.3,0.28,4.9,0.003,2.9
2021/3/4,0.5,0.17,0.7,59,4.4,390,620,0.12,0.011,0.016,7.7,1,31.2,5.2,0.74,6,20.4,0.3,5.8,0.003,1.1
2021/3/4,0.6,0.18,1,63,4.7,340,640,0.12,0.011,0.017,7.6,0.2,31.3,5.2,0.66,9.2,20.5,0.31,6.6,0.003,1.2
2021/4/8,0.9,0.12,3.7,63,4.4,40,100,0.19,0.009,0.015,7.4,1,31.1,3.2,0.83,1.2,24.2,0.32,3,0.001,0.5
2021/4/8,0.6,0.16,3.2,57,4,1800,4700,0.1,0.005,0.016,7.4,0.8,32.3,3.2,0.58,1.9,23.9,0.27,3,0.002,0.6
2021/11/15,7,0.096,1.7,85,5.9,27,39,0.14,0.051,0.016,7.4,0.5,32.9,2.5,0.75,3.7,24.7,0.29,6.3,0.001,1.2
2021/11/15,0.8,0.094,2,85,5.8,23,41,0.15,0.053,0.019,7.5,0.9,33,2.5,0.8,2,24.7,0.3,8.3,0.001,0.8
2021/2/17,3,0.12,11,71,5.5,45,58,0.17,0.002,0.002,8,0.8,29.4,2.3,0.36,9.8,19.7,0.29,3.7,0.003,2.6
2021/2/17,3,0.12,8.9,73,5.6,76,99,0.16,0.003,0.003,7.9,0.8,29.7,2.3,0.33,9.2,19.5,0.28,3.3,0.003,2.8
2021/2/17,2.1,0.13,4.9,74,5.7,90,150,0.14,0.006,0.005,7.9,0.3,30.6,2.3,0.33,9.1,19.3,0.28,5,0.003,1.8
2021/3/4,0.5,0.17,0.3,90,6.7,70,90,0.13,0.018,0.016,7.7,0.3,30.9,2.1,0.7,6.9,20.5,0.32,8.8,0.003,1.6
2021/4/8,0.7,0.13,3.2,60,4.2,21,47,0.18,0.008,0.015,7.4,0.6,31.2,3.5,0.81,1.4,24.1,0.32,2.8,0.002,0.7
2021/4/8,0.5,0.13,3.1,68,4.8,31,62,0.15,0.008,0.014,7.4,0.5,31.7,3.5,0.76,2,24.1,0.29,3.2,0.002,0.7
2021/11/15,7,0.089,2.1,86,6,8,13,0.2,0.057,0.018,7.5,0.9,32.4,2.5,0.89,3.1,24.3,0.35,9,0.001,0.9
2021/11/15,7,0.081,2.6,76,5.3,5,15,0.19,0.057,0.019,7.5,0.3,32.4,2.5,0.89,2.9,24.2,0.33,6,0.001,1.1
2021/11/15,0.8,0.085,1.6,85,5.9,13,24,0.16,0.056,0.016,7.5,0.6,32.7,2.5,0.84,4.8,24.5,0.3,6.3,0.001,1.1
2021/12/3,0.7,0.12,0.9,85,6.1,380,700,0.057,0.054,0.019,7.6,0.4,33.4,1.9,0.64,5.5,22.4,0.23,16.6,0.002,0.8
2021/12/3,0.6,0.12,1,70,5,200,380,0.058,0.053,0.021,7.6,0.3,33.4,1.9,0.61,6.2,22.5,0.23,8.6,0.002,0.9
2021/12/3,0.9,0.12,1.1,80,5.7,540,860,0.058,0.053,0.02,7.6,0.2,33.5,1.9,0.63,6.2,22.5,0.23,9.3,0.002,0.9
2021/2/17,2.5,0.11,8.3,71,5.5,24,31,0.18,0.004,0.004,8,0.3,29.2,2.3,0.36,9.2,19.9,0.29,3.1,0.003,2.6
2021/2/17,1.7,0.13,3.3,77,5.9,140,200,0.15,0.004,0.003,7.9,0.5,30.3,2.3,0.34,11,19.4,0.28,4.7,0.003,2.3
2021/3/4,0.6,0.17,0.5,63,4.7,48,76,0.18,0.014,0.015,7.7,0.3,30.2,3,0.84,3.9,20.5,0.36,5,0.003,0.7
2021/3/4,0.4,0.17,0.5,65,4.9,90,110,0.15,0.012,0.017,7.7,1.2,30.6,3,0.74,11,20.6,0.33,7.1,0.003,1.5
2021/4/8,0.7,0.13,2.7,64,4.5,4,15,0.27,0.014,0.015,7.4,1.2,30.6,2.3,1.3,1.9,24.4,0.41,3.2,0.002,0.6
2021/11/15,0.9,0.082,1.9,87,6.1,370,810,0.19,0.055,0.018,7.6,0.2,32.2,1.9,0.92,4.1,23.9,0.33,7.7,0.001,1.1
2021/11/15,7,0.083,2.1,87,6.1,280,690,0.19,0.054,0.014,7.6,0.7,32.3,1.9,0.93,3.2,24,0.33,8.2,0.001,1
2021/12/3,1,0.1,3,87,6.3,9,21,0.063,0.045,0.016,7.6,0.9,33.5,1.9,0.47,6.3,21.5,0.21,183.9,0.001,1.2
2021/12/3,1,0.11,3.2,86,6.2,19,29,0.064,0.045,0.017,7.6,0.6,33.4,1.9,0.48,5.6,22.1,0.22,43.7,0.002,1
2021/12/3,0.9,0.1,3.5,85,6.1,24,39,0.06,0.045,0.016,7.6,0.3,33.4,1.9,0.47,4.9,22,0.21,8.9,0.002,0.8
2021/2/17,3.2,0.1,11,72,5.5,6,9,0.19,0.002,0.003,8,0.6,29.1,2.3,0.38,10,19.9,0.29,4.2,0.003,2.8
2021/2/17,2.5,0.11,7.5,79,6.1,35,53,0.17,0.003,0.002,7.9,0.9,29.6,2.3,0.37,12,19.5,0.28,6.1,0.003,3
